Techniques,Rule
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_odbcconf.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_odbcconf.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_child_process_as_system_.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_susp_child_process_as_system_.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_pattern.yml
T1106,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_pattern.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml
T1127,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_ttdinject.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download_patterns.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download_patterns.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vaultcmd.yml
T1555,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vaultcmd.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup_download.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup_download.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_ieinstal.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_hide_sevices.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_susp_findstr_385201.yml
T1518,sigma-master/rules/windows/process_creation/proc_creation_win_susp_findstr_385201.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_headless_browser_file_download.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_headless_browser_file_download.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_protocolhandler_susp_file.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_protocolhandler_susp_file.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/proc_creation_win_rdp_hijack_shadowing.yml
T1563,sigma-master/rules/windows/process_creation/proc_creation_win_rdp_hijack_shadowing.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_hh_chm.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_hh_chm.yml
2013-05-009,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_powershell.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2020_1048.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_pktmon.yml
T1040,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_pktmon.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_pingback_backdoor.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_pingback_backdoor.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2013-02-003,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2013-03-001,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
2014-04-003,sigma-master/rules/windows/process_creation/proc_creation_win_mshta_spawn_shell.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_shadow_copies_creation.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vboxdrvinst.yml
T1112,sigma-master/rules/windows/process_creation/proc_creation_win_susp_vboxdrvinst.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
T1047,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbins_by_office_applications.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_interactive_at.yml
T1053,sigma-master/rules/windows/process_creation/proc_creation_win_interactive_at.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_susp_tscon_localsystem.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_susp_tscon_localsystem.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_renamed_paexec.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_renamed_paexec.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
T1070,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
T1542,sigma-master/rules/windows/process_creation/proc_creation_win_susp_bcdedit.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_susp_gup.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_wlrmdr.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1203,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_11882.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
G0047,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
T1021,sigma-master/rules/windows/process_creation/process_creation_apt_gamaredon_ultravnc.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cli_escape.yml
T1140,sigma-master/rules/windows/process_creation/proc_creation_win_susp_cli_escape.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_user32_dll.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_parent_process.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_parent_process.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_reg_defender_tampering.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_reg_defender_tampering.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1140,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
2020,sigma-master/rules/windows/process_creation/proc_creation_win_susp_mshta_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_load_by_rundll32.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_load_by_rundll32.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_msiexec_cwd.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_susp_msiexec_cwd.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
T1569,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
T1021,sigma-master/rules/windows/process_creation/proc_creation_win_susp_psexec_eula.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_crime_fireball.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_msiexec_install_quiet.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_msiexec_install_quiet.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
T1033,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
2016-03-001,sigma-master/rules/windows/process_creation/proc_creation_win_susp_whoami_as_param.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_verclsid_runs_com.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_verclsid_runs_com.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_tor_browser.yml
T1090,sigma-master/rules/windows/process_creation/proc_creation_win_tor_browser.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
T1110,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
T1110,sigma-master/rules/windows/process_creation/proc_creation_win_hack_hydra.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_susp_trolleyexpress_procdump.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_certoc_execution.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_certoc_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_userinit_child.yml
T1055,sigma-master/rules/windows/process_creation/proc_creation_win_susp_userinit_child.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_no_params.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rundll32_no_params.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
T1505,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
T1584,sigma-master/rules/windows/process_creation/proc_creation_win_mailboxexport_share.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
T1134,sigma-master/rules/windows/process_creation/proc_creation_win_meterpreter_or_cobaltstrike_getsystem_service_start.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_cmd_dosfuscation.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_cmd_dosfuscation.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1203,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_exploit_cve_2017_8759.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_csc_folder.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_susp_csc_folder.yml
CREDENTIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
T1552,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_apt_bear_activity_gtr19.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
T1053,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_schtasks_powershell_windowsapps_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_image_missing.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_anydesk_silent_install.yml
T1190,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_shell_spawn_from_winrm.yml
